First Name,Nation,Team,Position,Age,Matches Played,Starts,Minutes,Goals,Assists,Yellow Cards,Red Cards,xG,xAG,PrgC,PrgP,PrgR,Gls/90,Ast/90,xG/90,xAG/90,GA90,Save%,CS%,PK Save%,SoT%,SoT/90,G/Sh,Dist,Cmp,Cmp%,TotDist,KP,1/3,PPA,CrsPA,PrgP,Short Cmp%,Medium Cmp%,Long Cmp%,SCA,SCA90,GCA,GCA90,Tkl,TklW,Att,Lost,Blocks,Sh,Pass,Int,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Att (Take-Ons),Succ% (Take-Ons),Tkld% (Take-Ons),Carries,PrgDist,ProgC,1/3 (Carries),CPA,Mis,Dis,Rec,PrgR,Fls,Fld,Off,Crs,Recov,Won (Aerial),Lost (Aerial),Won% (Aerial)
Nélson,pt POR,Wolves,DF,31-156,29,28,"2,488",0,4,7,0,0.8,2.6,61,66,103,0.00,0.14,0.03,0.09,N/a,N/a,N/a,N/a,40.0,0.22,0.00,24.2,924,80.0,14149,19,61,22,9,66,91.1,82.9,46.9,49,1.77,6,0.22,55,31,49,21,27,10,17,22,1471,113,424,668,397,23,60,43.3,43.3,752,2257,61,36,9,35,18,837,103,42,27,3,54,114,27,39,40.9
Ola,ng NGA,Nott'ham Forest,DF,28-195,30,30,"2,569",2,1,2,0,0.6,0.7,54,91,52,0.07,0.04,0.02,0.03,N/a,N/a,N/a,N/a,22.2,0.07,0.22,24.8,839,73.3,12948,11,78,15,7,91,88.1,72.8,36.1,50,1.75,3,0.11,53,40,58,24,32,12,20,30,1462,138,539,610,338,21,64,45.3,37.5,629,2328,54,35,10,39,21,691,52,21,32,2,42,160,12,18,40.0
Oleksandr,ua UKR,Arsenal,"DF,MF",28-127,12,4,450,0,1,1,0,0.3,0.1,10,35,12,0.00,0.20,0.05,0.03,N/a,N/a,N/a,N/a,0.0,0.00,0.00,18.0,302,83.0,4814,2,24,7,1,35,92.4,86.0,45.2,15,3.00,2,0.40,4,1,7,5,5,0,5,4,396,13,74,200,123,18,3,66.7,0.0,227,492,10,5,3,3,4,277,12,8,3,1,10,16,11,11,50.0
Oliver,eng ENG,West Ham,DF,19-130,14,6,594,0,0,1,0,0.1,0.0,11,21,39,0.00,0.00,0.02,0.00,N/a,N/a,N/a,N/a,0.0,0.00,0.00,20.2,260,78.1,3880,1,9,5,1,21,88.7,83.5,29.4,5,0.76,0,0.00,17,11,21,8,14,2,12,10,420,27,140,166,118,7,6,16.7,83.3,190,445,11,9,1,10,3,243,39,4,3,1,13,33,5,5,50.0
Oliver,eng ENG,Leicester City,MF,24-217,19,7,862,0,0,6,0,0.1,0.3,15,25,18,0.00,0.00,0.01,0.03,N/a,N/a,N/a,N/a,33.3,0.10,0.00,20.2,320,83.6,4778,9,28,4,0,25,87.4,92.4,59.3,14,1.46,0,0.00,14,4,11,5,15,3,12,8,465,22,106,290,73,7,10,50.0,50.0,270,535,15,7,3,11,5,319,18,13,13,0,4,35,10,5,66.7
Ollie,eng ENG,Aston Villa,FW,29-112,33,27,"2,248",15,7,1,0,14.5,2.9,49,27,142,0.60,0.28,0.58,0.12,N/a,N/a,N/a,N/a,42.1,1.28,0.17,12.2,274,73.7,3464,22,11,10,0,27,78.5,82.0,75.0,50,2.00,11,0.44,9,6,11,8,11,3,8,7,616,17,46,223,356,152,38,23.7,65.8,361,1020,49,21,34,51,44,482,142,26,29,10,7,39,46,61,43.0
Omar,eg EGY,Manchester City,"FW,MF",26-073,11,10,826,6,0,0,0,4.4,1.6,19,23,61,0.65,0.00,0.48,0.18,N/a,N/a,N/a,N/a,48.5,1.74,0.18,18.4,182,78.8,2502,12,8,19,3,23,86.4,78.3,50.0,32,3.49,1,0.11,11,6,14,7,9,1,8,5,361,2,24,107,234,46,29,37.9,51.7,229,684,19,13,9,30,12,260,61,10,17,8,24,26,3,7,30.0
Omari,eng ENG,Ipswich Town,"MF,FW",21-173,27,26,"2,223",3,2,5,0,2.3,2.5,71,69,131,0.12,0.08,0.09,0.10,N/a,N/a,N/a,N/a,44.4,0.65,0.08,20.8,581,78.3,9129,23,43,20,9,69,88.2,84.6,52.7,64,2.59,6,0.24,30,11,45,32,24,1,23,10,1061,12,168,450,463,74,114,39.5,47.4,645,2288,71,35,30,68,55,748,131,28,36,4,56,90,6,22,21.4
Orel,be BEL,Everton,MF,27-034,19,14,"1,261",1,0,2,0,1.1,0.6,6,34,19,0.07,0.00,0.08,0.05,N/a,N/a,N/a,N/a,37.5,0.43,0.06,22.1,437,89.2,6998,8,50,8,1,34,90.5,94.9,76.7,24,1.72,1,0.07,16,8,8,3,8,3,5,21,621,22,133,335,157,13,24,58.3,37.5,298,576,6,6,3,12,12,406,19,24,17,2,6,49,6,8,42.9
Pablo,es ESP,Wolves,"MF,FW",32-345,19,6,676,3,2,3,0,2.8,1.6,12,47,49,0.40,0.27,0.37,0.22,N/a,N/a,N/a,N/a,50.0,1.07,0.19,19.2,239,69.3,4059,13,31,17,2,47,86.4,76.4,48.4,23,3.06,3,0.40,14,7,13,4,7,0,7,4,427,4,50,208,172,22,11,54.5,27.3,253,566,12,13,0,15,11,296,49,14,14,5,38,28,4,12,25.0
Pape,sn SEN,Tottenham,MF,22-219,30,17,"1,511",3,2,6,0,3.2,1.5,29,75,43,0.18,0.12,0.19,0.09,N/a,N/a,N/a,N/a,42.9,0.71,0.11,21.3,769,87.2,11776,14,81,8,2,75,91.4,90.1,75.5,38,2.26,6,0.36,42,30,22,11,21,7,14,22,1059,32,225,597,255,23,25,44.0,48.0,674,1697,29,28,5,24,19,756,43,27,28,2,10,103,23,32,41.8
Patrick,dk DEN,Manchester Utd,DF,20-177,7,6,496,0,0,2,1,0.4,0.4,21,20,44,0.00,0.00,0.07,0.08,N/a,N/a,N/a,N/a,22.2,0.36,0.00,16.2,229,80.6,3162,6,14,6,2,20,89.3,74.4,42.9,11,2.00,1,0.18,21,15,17,5,8,0,8,1,351,11,99,118,136,20,5,40.0,40.0,199,719,21,10,3,8,7,224,44,10,15,3,23,24,10,4,71.4
Patson,zm ZAM,Leicester City,"FW,MF",26-194,20,5,646,1,0,0,0,1.3,0.1,9,8,33,0.14,0.00,0.17,0.01,N/a,N/a,N/a,N/a,26.7,0.56,0.07,14.8,100,71.9,1396,1,6,1,0,8,80.3,72.1,100.0,10,1.39,1,0.14,17,9,17,10,7,1,6,1,234,8,38,108,92,27,15,13.3,66.7,132,280,9,6,4,18,10,156,33,11,16,3,3,17,10,27,27.0
Pau,es ESP,Aston Villa,DF,28-095,19,19,"1,639",0,0,1,0,0.5,0.0,31,72,4,0.00,0.00,0.03,0.00,N/a,N/a,N/a,N/a,25.0,0.11,0.00,11.7,990,88.2,17143,1,92,7,0,72,94.4,93.2,48.7,12,0.66,2,0.11,20,14,15,6,14,10,4,9,1241,190,591,581,75,13,16,87.5,12.5,772,3343,31,19,0,3,3,882,4,6,7,0,1,53,15,21,41.7
Paul,ng NGA,Southampton,FW,30-328,23,11,984,4,1,4,0,3.3,0.5,7,12,39,0.37,0.09,0.30,0.04,N/a,N/a,N/a,N/a,43.8,1.28,0.13,10.4,151,61.4,2135,8,13,2,0,12,63.8,61.3,63.2,9,0.82,1,0.09,7,2,7,4,6,1,5,1,410,15,41,220,152,60,25,28.0,56.0,198,237,7,5,2,46,33,336,39,26,15,9,0,17,88,54,62.0
Pedro,pt POR,Chelsea,FW,25-043,30,19,"1,833",4,4,8,0,2.8,5.4,106,52,216,0.20,0.20,0.14,0.26,N/a,N/a,N/a,N/a,31.4,0.79,0.08,18.9,591,78.9,9641,41,24,32,21,52,92.8,81.6,49.1,82,4.03,7,0.34,19,9,16,10,12,2,10,8,961,8,79,277,617,101,87,29.9,44.8,632,2652,106,49,37,36,24,707,216,17,28,3,122,64,9,24,27.3
Pedro,es ESP,Tottenham,DF,25-220,30,25,"2,373",2,5,4,0,1.5,3.5,58,136,95,0.08,0.19,0.06,0.13,N/a,N/a,N/a,N/a,22.2,0.30,0.06,23.0,1252,73.4,21717,47,111,50,22,136,87.3,79.0,44.5,91,3.45,7,0.27,61,44,71,29,42,17,25,33,2024,122,610,732,694,29,33,33.3,60.6,1071,2489,58,37,5,23,16,1164,95,24,28,1,168,139,11,22,33.3
Pervis,ec ECU,Brighton,DF,27-090,26,22,"2,042",1,1,5,0,0.7,2.1,53,101,101,0.04,0.04,0.03,0.09,N/a,N/a,N/a,N/a,27.8,0.22,0.06,25.3,1154,83.9,17530,24,84,30,18,101,93.5,83.7,52.3,49,2.16,4,0.18,51,34,40,13,15,2,13,30,1620,67,408,809,420,28,28,50.0,46.4,853,2216,53,46,8,28,24,977,101,32,16,3,103,128,39,25,60.9
Phil,eng ENG,Manchester City,"MF,FW",24-328,25,19,"1,686",7,2,2,0,5.1,4.7,47,95,119,0.37,0.11,0.27,0.25,N/a,N/a,N/a,N/a,30.8,0.85,0.13,18.5,742,84.0,11563,42,40,35,5,95,90.6,89.2,59.6,84,4.48,9,0.48,12,5,17,10,12,1,11,9,1074,13,81,374,628,79,39,33.3,53.8,676,1674,47,30,15,35,30,840,119,5,31,3,73,58,3,8,27.3
Philip,dk DEN,Bournemouth,MF,28-314,10,1,184,0,0,1,0,0.6,1.1,3,15,13,0.00,0.00,0.28,0.54,N/a,N/a,N/a,N/a,20.0,0.49,0.00,17.9,70,68.6,1023,9,9,7,2,15,84.3,70.4,26.7,16,7.83,0,0.00,14,5,4,1,3,0,3,5,148,5,20,72,57,12,3,33.3,0.0,58,163,3,1,1,7,4,75,13,3,2,0,10,14,6,4,60.0
Radu,ro ROU,Tottenham,DF,23-077,16,14,"1,252",0,0,1,0,0.1,0.4,7,37,2,0.00,0.00,0.01,0.03,N/a,N/a,N/a,N/a,20.0,0.07,0.00,12.7,716,85.2,13638,4,52,2,1,37,91.0,93.0,43.9,8,0.58,1,0.07,10,6,12,6,22,16,6,15,961,148,510,430,30,12,2,0.0,0.0,623,1666,7,3,0,8,2,669,2,6,10,0,1,48,33,22,60.0
Raheem,eng ENG,Arsenal,"FW,MF",30-134,14,5,373,0,2,1,0,1.3,0.4,24,17,66,0.00,0.48,0.32,0.10,N/a,N/a,N/a,N/a,0.0,0.00,0.00,15.0,128,76.6,1628,7,4,9,2,17,85.9,76.1,66.7,16,3.86,3,0.72,7,4,6,2,2,0,2,1,223,1,7,46,173,35,22,40.9,31.8,163,664,24,9,15,10,13,171,66,12,3,4,12,12,1,3,25.0
Ramón,py PAR,Nott'ham Forest,"FW,MF",25-233,16,1,263,1,0,1,0,0.9,0.5,11,4,15,0.34,0.00,0.32,0.17,N/a,N/a,N/a,N/a,50.0,1.71,0.10,18.9,61,68.5,955,8,2,5,3,4,68.2,71.0,71.4,14,4.75,0,0.00,5,3,4,3,7,0,7,3,135,5,32,40,68,12,11,72.7,27.3,65,303,11,6,4,5,5,71,15,6,7,3,8,20,4,7,36.4
Rasmus,dk DEN,Manchester Utd,FW,22-076,28,19,"1,654",3,0,2,0,3.4,1.2,26,16,82,0.16,0.00,0.18,0.06,N/a,N/a,N/a,N/a,37.5,0.49,0.13,13.1,210,77.2,2255,13,12,5,1,16,83.4,73.5,75.0,30,1.63,1,0.05,3,1,4,4,4,0,4,1,422,5,28,211,190,56,28,28.6,64.3,263,619,26,13,16,56,27,335,82,15,25,10,6,28,21,79,21.0
Rayan,dz ALG,Wolves,DF,23-319,32,32,"2,699",4,6,7,1,2.3,4.4,70,96,150,0.13,0.20,0.08,0.15,N/a,N/a,N/a,N/a,27.6,0.27,0.14,15.2,1226,84.1,16904,35,65,25,7,96,93.4,87.1,41.2,70,2.33,11,0.37,80,50,64,24,39,6,33,22,1813,85,500,772,564,75,104,48.1,38.5,943,2642,70,53,22,39,39,1095,150,28,34,5,76,130,18,26,40.9
Raúl,mx MEX,Fulham,FW,33-351,33,25,"2,044",10,3,3,0,10.4,2.9,31,51,113,0.44,0.13,0.46,0.13,N/a,N/a,N/a,N/a,34.2,1.14,0.09,14.7,390,71.2,5902,17,33,9,3,51,81.6,74.4,60.4,52,2.29,6,0.26,28,18,18,12,18,5,13,9,846,28,100,371,388,140,44,40.9,52.3,475,943,31,19,16,60,41,623,113,33,35,13,19,67,66,81,44.9
Reece,eng ENG,Chelsea,"DF,MF",25-134,14,10,811,1,0,1,0,0.3,0.5,6,50,9,0.11,0.00,0.03,0.06,N/a,N/a,N/a,N/a,37.5,0.33,0.13,23.2,561,84.6,10132,10,72,5,1,50,94.5,88.6,52.6,15,1.66,1,0.11,8,8,9,6,12,4,8,12,744,32,209,415,125,4,16,37.5,37.5,390,717,6,4,0,6,5,468,9,6,9,0,38,53,21,6,77.8
Reiss,eng ENG,Fulham,FW,25-132,11,5,487,1,1,1,0,1.1,1.0,45,35,63,0.18,0.18,0.20,0.18,N/a,N/a,N/a,N/a,50.0,1.11,0.08,15.4,232,86.6,3429,13,7,15,3,35,92.5,84.6,63.2,31,5.73,1,0.18,8,6,13,8,11,0,11,5,347,5,30,110,212,35,35,37.1,37.1,259,960,45,25,21,14,8,274,63,6,9,1,23,29,0,4,0.0
Renato,pt POR,Chelsea,"DF,MF",21-266,7,1,181,0,0,2,0,0.1,0.0,4,7,3,0.00,0.00,0.07,0.00,N/a,N/a,N/a,N/a,33.3,0.50,0.00,17.1,118,84.9,2171,0,6,1,0,7,88.2,90.2,61.9,1,0.49,0,0.00,9,6,12,8,3,1,2,1,167,2,61,82,27,3,5,60.0,40.0,85,144,4,5,1,1,0,110,3,6,1,1,0,9,3,3,50.0
Ricardo,pt POR,Leicester City,DF,31-197,7,3,297,0,0,1,0,0.1,0.0,3,13,5,0.00,0.00,0.03,0.00,N/a,N/a,N/a,N/a,50.0,0.30,0.00,17.0,149,82.3,2402,0,16,0,0,13,86.9,84.2,90.0,3,0.91,0,0.00,7,4,10,6,6,2,4,2,216,12,59,121,37,5,8,62.5,25.0,110,137,3,3,2,2,0,119,5,4,6,0,3,12,3,1,75.0
Riccardo,it ITA,Arsenal,DF,22-337,17,11,925,2,1,4,0,0.9,0.3,21,54,29,0.19,0.10,0.08,0.03,N/a,N/a,N/a,N/a,60.0,0.58,0.20,14.1,449,85.4,6549,6,40,9,1,54,91.6,85.7,67.9,13,1.26,2,0.19,26,18,29,11,12,6,6,9,628,30,161,249,222,29,13,69.2,23.1,291,839,21,12,3,11,5,377,29,16,6,3,11,30,22,13,62.9
Richarlison,br BRA,Tottenham,FW,27-346,10,2,295,3,1,1,0,2.1,0.9,8,10,17,0.92,0.31,0.64,0.28,N/a,N/a,N/a,N/a,50.0,1.22,0.38,7.8,51,65.4,775,4,7,4,2,10,76.5,59.3,71.4,8,2.43,1,0.30,4,3,1,1,1,1,0,0,122,8,19,63,41,14,9,11.1,77.8,59,138,8,8,3,5,6,83,17,4,7,1,7,8,8,14,36.4
Rico,eng ENG,Manchester City,"DF,MF",20-151,26,20,"1,810",1,2,5,1,1.4,0.3,36,103,68,0.05,0.10,0.07,0.02,N/a,N/a,N/a,N/a,20.0,0.10,0.10,15.8,1139,92.0,16444,7,92,13,0,103,94.8,94.2,68.3,31,1.54,3,0.15,29,19,21,8,27,7,20,13,1399,51,286,702,426,42,21,42.9,52.4,815,2032,36,38,8,19,19,1002,68,10,33,0,3,93,5,13,27.8
Robert,es ESP,Chelsea,GK,27-154,27,27,"2,430",0,0,5,0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,1.15,76.1,25.9,20.0,N/a,0.00,N/a,N/a,768,72.2,18368,1,23,1,0,1,99.5,96.2,39.4,7,0.26,2,0.07,0,0,1,1,0,0,0,2,1128,827,1117,11,0,0,0,N/a,N/a,759,2346,0,0,0,0,0,711,0,2,3,0,0,39,6,0,100.0
Robin,se SWE,Aston Villa,GK,35-103,3,1,180,0,0,0,0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,2.00,55.6,100.0,N/a,N/a,0.00,N/a,N/a,54,71.1,1466,0,2,0,0,0,100.0,100.0,37.1,2,1.00,1,0.50,1,0,1,0,0,0,0,0,83,73,82,1,0,0,0,N/a,N/a,44,109,0,0,0,0,0,41,0,0,0,0,0,2,0,0,N/a
Rodrigo,uy URU,Tottenham,MF,27-300,22,18,"1,428",2,0,7,0,1.3,0.4,22,89,32,0.13,0.00,0.08,0.03,N/a,N/a,N/a,N/a,22.7,0.32,0.09,17.4,858,88.4,13800,9,100,11,2,89,91.6,93.0,74.6,41,2.58,2,0.13,35,17,36,18,24,8,16,34,1169,69,290,692,196,22,17,47.1,41.2,706,1301,22,22,5,16,18,779,32,27,10,1,4,108,34,22,60.7
Rodrigo,br BRA,Fulham,FW,23-352,31,8,964,8,1,1,0,5.8,0.7,6,27,31,0.75,0.09,0.54,0.07,N/a,N/a,N/a,N/a,48.7,1.77,0.21,12.0,92,64.8,1540,7,13,3,0,27,67.6,68.9,84.6,17,1.59,2,0.19,10,5,4,0,9,2,7,5,311,14,27,161,127,55,18,33.3,50.0,157,187,6,4,3,47,24,237,31,11,31,3,1,14,67,63,51.5
Rodrigo,pt POR,Wolves,"DF,FW",21-288,20,6,633,1,0,0,0,0.4,0.8,21,24,62,0.14,0.00,0.05,0.12,N/a,N/a,N/a,N/a,50.0,0.28,0.25,15.9,161,66.3,2382,11,10,12,4,24,77.5,69.0,27.3,18,2.56,0,0.00,19,12,17,8,8,1,7,5,329,22,79,113,143,25,12,25.0,50.0,167,671,21,15,7,15,7,191,62,2,5,0,19,24,6,15,28.6
Roméo,be BEL,Chelsea,MF,21-105,11,8,541,0,1,4,0,0.2,0.7,3,18,6,0.00,0.17,0.03,0.11,N/a,N/a,N/a,N/a,0.0,0.00,0.00,16.0,269,91.8,4535,6,35,3,0,18,90.1,96.2,82.4,11,1.83,2,0.33,17,10,14,7,6,0,6,11,344,12,86,209,53,1,12,58.3,41.7,204,407,3,8,0,1,6,249,6,10,3,0,0,28,7,2,77.8
Ross,eng ENG,Aston Villa,MF,31-137,17,3,563,3,1,3,0,1.7,0.6,14,33,9,0.48,0.16,0.27,0.10,N/a,N/a,N/a,N/a,33.3,0.80,0.20,14.0,322,86.1,5027,9,29,6,0,33,88.4,91.9,68.4,17,2.72,3,0.48,13,3,13,4,9,3,6,10,438,16,69,260,115,18,10,80.0,20.0,259,643,14,13,2,6,8,308,9,8,3,0,1,40,6,4,60.0
Ross,sct SCO,Southampton,"FW,MF",28-284,7,1,176,0,0,1,0,0.1,0.0,1,1,5,0.00,0.00,0.06,0.00,N/a,N/a,N/a,N/a,0.0,0.00,0.00,12.5,43,78.2,628,0,1,1,0,1,87.0,87.0,0.0,2,1.02,0,0.00,1,0,4,4,3,0,3,0,72,5,16,32,24,2,2,50.0,50.0,40,60,1,0,0,1,6,55,5,4,5,1,0,2,6,8,42.9
Ryan,sct SCO,Southampton,"FW,DF",31-056,8,4,306,0,0,0,1,0.0,0.1,10,8,18,0.00,0.00,0.01,0.03,N/a,N/a,N/a,N/a,100.0,0.29,0.00,31.6,77,74.8,1121,2,3,1,0,8,93.5,70.0,30.0,5,1.47,0,0.00,6,2,6,2,1,1,0,1,131,12,45,50,37,3,3,66.7,33.3,74,252,10,5,2,4,2,94,18,1,4,1,12,10,2,3,40.0
Ryan,sct SCO,Bournemouth,MF,30-058,29,27,"2,117",2,3,9,0,1.8,3.5,34,137,44,0.09,0.13,0.08,0.15,N/a,N/a,N/a,N/a,36.4,0.51,0.06,19.6,837,79.3,14882,41,118,33,5,137,88.2,87.9,48.8,85,3.62,9,0.38,54,33,64,37,44,11,33,30,1376,74,256,773,372,46,48,47.9,45.8,726,1773,34,40,8,44,25,777,44,43,31,1,48,182,20,28,41.7
Ryan,nl NED,Liverpool,MF,22-340,33,33,"2,831",0,3,5,0,1.0,2.8,62,160,54,0.00,0.10,0.03,0.09,N/a,N/a,N/a,N/a,23.5,0.13,0.00,24.2,1560,88.9,23289,24,135,31,1,160,92.4,91.9,60.0,63,2.00,6,0.19,62,32,49,20,33,10,23,56,2119,103,429,1243,474,23,70,47.1,37.1,1257,3302,62,70,9,45,19,1515,54,40,46,0,6,174,25,13,65.8
Ryan,eng ENG,Fulham,"FW,DF",24-338,11,4,325,3,2,0,0,1.2,0.6,9,4,26,0.83,0.55,0.34,0.17,N/a,N/a,N/a,N/a,60.0,1.66,0.30,12.7,61,73.5,869,5,2,1,0,4,80.0,70.0,60.0,11,3.05,3,0.83,12,7,9,5,7,0,7,2,150,6,33,57,65,28,12,33.3,58.3,75,266,9,6,7,13,6,85,26,11,2,1,4,15,6,8,42.9
Ryan,eng ENG,Nott'ham Forest,MF,27-151,29,17,"1,742",2,1,8,0,2.3,1.1,17,45,12,0.10,0.05,0.12,0.06,N/a,N/a,N/a,N/a,29.0,0.46,0.06,18.9,555,82.1,8083,17,44,4,0,45,88.7,86.1,55.3,35,1.81,3,0.15,39,21,35,19,33,8,25,24,938,73,249,459,240,38,18,50.0,27.8,378,849,17,18,1,23,18,488,12,48,46,6,3,89,43,29,59.7
Ryan,ie IRL,Southampton,"DF,MF",28-311,21,16,"1,279",0,0,2,0,0.3,2.7,12,31,68,0.00,0.00,0.02,0.19,N/a,N/a,N/a,N/a,14.3,0.07,0.00,20.8,557,79.3,9321,27,24,11,8,31,93.1,82.1,47.5,41,2.88,1,0.07,28,17,25,11,19,11,8,16,844,63,224,348,281,21,32,34.4,40.6,427,857,12,13,4,16,5,506,68,18,28,0,72,60,12,5,70.6
Rúben,pt POR,Manchester City,DF,27-342,22,20,"1,821",0,0,4,0,1.3,0.3,33,115,6,0.00,0.00,0.06,0.01,N/a,N/a,N/a,N/a,26.7,0.20,0.00,19.5,1785,93.4,30692,5,168,5,0,115,96.8,96.2,66.2,19,0.94,0,0.00,14,8,8,3,17,14,3,18,2054,184,682,1131,245,20,3,66.7,33.3,1462,4900,33,52,1,6,1,1671,6,10,7,0,2,62,29,29,50.0
Sam,eng ENG,Wolves,GK,32-027,7,7,630,0,0,0,0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,2.43,61.5,0.0,0.0,N/a,0.00,N/a,N/a,184,66.2,5548,1,6,0,0,0,96.9,97.6,45.0,2,0.29,0,0.00,0,0,1,1,0,0,0,0,306,229,304,2,0,0,0,N/a,N/a,196,756,0,0,0,0,0,179,0,0,0,0,0,9,4,0,100.0
Sam,eg EGY,Ipswich Town,MF,33-223,28,26,"2,329",1,1,9,0,0.3,0.8,14,101,9,0.04,0.04,0.01,0.03,N/a,N/a,N/a,N/a,22.2,0.08,0.11,26.3,1068,86.5,17075,17,125,13,2,101,93.2,91.4,58.3,37,1.43,2,0.08,60,34,56,31,29,11,18,28,1439,81,429,817,206,4,20,60.0,30.0,739,1704,14,20,2,14,9,968,9,43,22,0,11,132,14,22,38.9
Sammie,ie IRL,Ipswich Town,"FW,MF",29-209,19,13,979,4,0,2,0,3.4,0.2,16,18,46,0.37,0.00,0.31,0.02,N/a,N/a,N/a,N/a,57.1,1.10,0.19,14.0,144,74.2,2402,4,10,4,1,18,87.0,84.4,51.7,9,0.83,0,0.00,15,9,23,17,10,2,8,6,309,17,80,119,116,33,12,33.3,50.0,174,399,16,8,7,24,17,189,46,9,8,8,13,41,6,11,35.3
Sander,no NOR,Fulham,MF,27-066,26,22,"1,972",0,0,4,0,0.2,0.6,25,105,8,0.00,0.00,0.01,0.03,N/a,N/a,N/a,N/a,0.0,0.00,0.00,7.6,957,91.1,17048,17,103,4,0,105,91.7,94.2,83.7,39,1.78,2,0.09,48,28,37,12,26,8,18,20,1225,75,342,709,180,13,20,55.0,30.0,712,1722,25,20,2,11,15,781,8,26,8,0,3,116,25,19,56.8
Sandro,it ITA,Newcastle Utd,MF,24-348,31,23,"2,180",3,2,5,0,3.5,1.0,32,96,43,0.12,0.08,0.15,0.04,N/a,N/a,N/a,N/a,34.5,0.41,0.10,19.4,1023,83.2,15912,13,83,17,3,96,89.4,86.4,59.4,51,2.10,7,0.29,45,29,41,21,29,10,19,29,1469,60,340,827,326,37,31,58.1,32.3,797,1854,32,31,5,23,23,1012,43,34,39,2,28,156,12,10,54.5
Santiago,uy URU,Wolves,DF,26-163,26,18,"1,671",0,0,2,0,0.4,0.0,1,28,1,0.00,0.00,0.02,0.00,N/a,N/a,N/a,N/a,50.0,0.16,0.00,14.0,726,88.1,13334,0,23,2,0,28,92.4,94.0,56.7,12,0.65,4,0.22,39,20,21,5,33,19,14,15,1001,166,506,477,21,6,4,0.0,100.0,545,1427,1,2,0,2,2,647,1,26,5,0,0,43,34,31,52.3
Saša,rs SRB,Fulham,MF,28-251,26,25,"2,034",0,2,12,0,0.9,2.6,37,83,28,0.00,0.09,0.04,0.11,N/a,N/a,N/a,N/a,14.3,0.09,0.00,21.0,962,87.8,16214,22,88,14,5,83,92.2,92.5,69.5,49,2.17,3,0.13,60,34,47,30,16,6,10,25,1302,48,282,744,289,15,17,47.1,29.4,726,1973,37,37,4,20,7,835,28,56,25,0,53,101,18,22,45.0
Sean,eng ENG,Newcastle Utd,MF,27-173,24,8,797,0,0,2,0,0.6,0.2,4,40,22,0.00,0.00,0.07,0.02,N/a,N/a,N/a,N/a,16.7,0.11,0.00,13.5,294,84.5,4403,4,26,1,0,40,87.0,92.5,68.2,14,1.58,2,0.23,27,16,27,9,17,5,12,7,433,23,122,193,121,21,7,28.6,57.1,248,429,4,10,2,9,7,308,22,9,6,0,5,31,7,7,50.0
Sepp,nl NED,Brentford,DF,23-122,26,24,"2,136",0,0,2,0,1.4,0.2,8,66,27,0.00,0.00,0.06,0.01,N/a,N/a,N/a,N/a,28.6,0.17,0.00,10.9,876,83.9,15011,4,55,3,1,66,87.0,88.3,62.9,20,0.84,2,0.08,35,22,25,9,47,33,14,19,1329,236,673,502,157,40,7,57.1,42.9,583,1446,8,9,0,14,6,742,27,19,5,1,7,79,79,62,56.0
Sergio,es ESP,Tottenham,DF,28-126,3,0,123,0,0,2,0,0.1,0.0,4,12,10,0.00,0.00,0.05,0.02,N/a,N/a,N/a,N/a,0.0,0.00,0.00,5.4,73,69.5,1144,1,11,2,1,12,75.0,76.6,33.3,1,0.73,0,0.00,4,3,3,1,4,0,4,2,121,2,28,61,33,3,4,50.0,0.0,64,180,4,2,1,1,1,74,10,2,5,0,10,9,5,2,71.4
Simon,ci CIV,Brighton,"FW,MF",23-110,24,8,826,2,1,0,0,2.2,1.7,30,14,105,0.22,0.11,0.23,0.19,N/a,N/a,N/a,N/a,29.2,0.76,0.08,16.1,218,74.7,3176,12,5,12,5,14,85.9,74.7,52.0,34,3.70,6,0.65,16,9,18,12,10,0,10,7,427,6,57,131,244,56,44,40.9,59.1,282,843,30,17,14,31,9,298,105,9,2,2,32,36,4,2,66.7
Solly,eng ENG,Brighton,"FW,MF",30-275,7,0,106,0,0,2,0,0.1,0.3,2,1,14,0.00,0.00,0.06,0.23,N/a,N/a,N/a,N/a,0.0,0.00,0.00,18.2,40,63.5,701,3,0,4,4,1,88.0,65.0,38.5,7,5.94,2,1.70,6,3,6,1,3,0,3,2,81,0,5,26,50,3,4,25.0,75.0,32,74,2,0,1,2,1,42,14,2,1,1,16,4,1,1,50.0
Son,kr KOR,Tottenham,FW,32-287,28,23,"2,004",7,9,1,0,7.0,8.2,87,104,259,0.31,0.40,0.31,0.37,N/a,N/a,N/a,N/a,45.3,1.08,0.11,17.0,703,79.0,9833,50,36,51,6,104,89.7,80.0,48.0,116,5.21,15,0.67,17,9,23,18,10,0,10,5,1093,15,110,347,646,117,82,35.4,48.8,732,2334,87,45,40,25,29,837,259,5,28,11,75,81,6,11,35.3
